trj_id,avg_speed,osname,hour,day of week,day,month,is_Weekday,time_group,origin_lat,origin_lng,dest_lat,dest_lng,duration,euclid_dist,avg_bearing
1017,19.93052351,ios,9,5,13,4,0,morning peak,1.344794489,103.7429312,1.385390094,103.8583001,1081,13596.01858,26.92731641
10170,8.71402019,android,10,4,19,4,1,day,1.3491777,103.7525451,1.4371778,103.7826586,1801,10341.90786,2.611424026
1018,12.72560889,android,9,1,16,4,1,morning peak,1.2768046,103.8023693,1.3605495,103.8581526,1144,11187.85435,7.890565552
1019,7.995340573,android,9,0,8,4,1,morning peak,1.3000715,103.769855,1.3059457,103.8257278,1122,6245.416003,66.79169017
10195,14.65621094,ios,23,1,16,4,1,night,1.391296724,103.9013939,1.431841552,103.8496673,970,7306.697235,350.0245389
10199,18.51720511,ios,15,4,12,4,1,day,1.375400428,103.9560054,1.435348521,103.843402,1082,14181.46648,345.9767068
102,15.13889159,android,3,0,8,4,1,late night,1.3417456,103.7775744,1.2876212,103.8457148,1096,9674.674507,160.4137712
1020,10.60182131,android,0,4,12,4,1,late night,1.3921761,103.8534752,1.3163656,103.8584719,919,8448.023097,179.0486455
1021,11.8532837,ios,9,4,12,4,1,morning peak,1.30384469,103.865506,1.386587243,103.8581509,1120,9236.81081,359.0661773
1022,8.879102296,android,0,2,10,4,1,late night,1.3826685,103.8820613,1.3414724,103.9154008,1121,5892.295464,169.5442315
10220,13.13937161,android,6,0,15,4,1,late night,1.2979649,103.8855779,1.337105,103.7994688,1016,10515.30397,333.5067174
1023,11.53303841,ios,10,3,18,4,1,day,1.332126577,103.9604442,1.289956737,103.8487152,2014,13276.10484,217.3596081
10232,17.69655061,ios,8,0,8,4,1,morning peak,1.34533571,103.9836658,1.31777897,103.8613,1035,13943.63067,229.9009417
10235,12.71074468,android,9,0,15,4,1,morning peak,1.352757,103.9549038,1.2969731,103.8593049,1532,12305.0673,205.3227675
10238,18.33187126,android,2,6,14,4,0,late night,1.34024,103.7479417,1.4157217,103.7995582,997,10167.01675,6.016385711
1024,18.21229623,ios,12,0,15,4,1,day,1.330975243,103.8502279,1.399773493,103.7483188,1062,13669.6405,346.0307773
10245,18.32854379,android,13,3,11,4,1,day,1.3463912,103.9840766,1.3915738,103.8552877,1029,15172.53856,333.8378065
1025,14.53961915,ios,0,4,12,4,1,late night,1.300799457,103.9106177,1.289278224,103.7928956,1278,13149.32068,253.4958981
10254,11.44091706,android,11,3,18,4,1,day,1.2988866,103.8542956,1.3454703,103.9833661,1490,15254.53545,30.73955002
10256,13.84614732,android,0,1,16,4,1,late night,1.3573286,103.6950898,1.3267611,103.8282856,1307,15191.75065,131.5823807
1026,18.63583723,android,23,0,8,4,1,night,1.2644909,103.8236985,1.4258622,103.8538264,1238,18253.54931,1.550458858
10263,22.57980792,ios,20,6,14,4,0,evening peak,1.298684329,103.8540961,1.347765075,103.9605652,911,13033.32556,25.06082915
10266,15.3405668,android,3,4,12,4,1,late night,1.340484,103.759793,1.2982846,103.8436763,1083,10438.98689,151.3442056
1027,11.34377896,ios,2,4,12,4,1,late night,1.409869934,103.8299458,1.333637886,103.8623407,1181,9209.836162,174.2849871
10273,14.99351534,android,22,6,21,4,0,night,1.2757438,103.7904873,1.434131,103.7944476,1663,17617.35457,0.195996322
10278,13.96607533,ios,6,5,20,4,0,late night,1.363355061,103.8528972,1.339009348,103.9491702,1161,11039.17383,136.541052
1028,15.67034314,ios,18,5,20,4,0,day,1.348535938,103.8377042,1.357828519,103.9582747,1320,13442.86636,67.00375805
10281,17.81365904,android,7,5,20,4,0,late night,1.3298766,103.8147117,1.3458435,103.9836187,1237,18860.23436,63.06927168
10284,20.8687872,ios,4,1,16,4,1,late night,1.321046898,103.7545,1.325351509,103.8716569,818,13032.56612,78.22901724
10285,16.3294637,android,0,2,10,4,1,late night,1.3414731,103.6965892,1.3422568,103.8033814,1069,11871.81421,85.16991145
1029,9.622110383,android,9,1,16,4,1,morning peak,1.3548525,103.6980664,1.3972797,103.7737508,1163,9645.730177,16.92574311
10291,20.04577073,ios,1,2,10,4,1,late night,1.323584828,103.9785614,1.398925161,103.8957102,760,12450.15794,349.4285905
10292,15.41003246,android,4,5,13,4,0,late night,1.4229435,103.834808,1.3292081,103.8623762,923,10864.08713,175.9658652
10297,17.86920669,ios,1,2,10,4,1,late night,1.283497978,103.8356593,1.339814351,103.6949167,1116,16852.40506,331.2172083
103,14.0404075,android,4,5,20,4,0,late night,1.370917,103.8722103,1.3735831,103.7729912,1271,11033.47988,280.5380933
1030,12.22666666,ios,2,5,13,4,0,late night,1.386384064,103.7717207,1.326833898,103.835531,958,9703.751986,165.3761124
1031,21.0737245,ios,22,2,10,4,1,night,1.353380257,103.8641424,1.356344075,103.6990423,1165,18356.12102,279.3988872
10318,10.21274927,android,0,4,12,4,1,late night,1.3397753,103.7097529,1.3039907,103.7716427,992,7947.790187,155.1964069
10319,17.01119276,ios,10,1,16,4,1,day,1.322417512,103.6634378,1.390282081,103.7624868,1274,13348.39854,14.4966044
1032,11.95920675,ios,0,0,8,4,1,late night,1.379966022,103.9343713,1.322793644,103.8919569,1368,7914.908235,190.3616963
1033,20.29711928,ios,10,4,19,4,1,day,1.348940064,103.714603,1.348904771,103.984968,1842,30054.88809,82.47603587
10330,17.63062287,android,17,2,10,4,1,day,1.3222655,103.8889422,1.3897545,103.7453022,1354,17643.11994,339.5811888
10337,21.49205175,android,3,1,16,4,1,late night,1.3470239,103.6912409,1.3287687,103.8677199,1101,19722.95565,109.1652247
1034,13.31877228,android,4,0,8,4,1,late night,1.296782,103.7835568,1.3796429,103.7609397,1067,9550.591009,357.0299117
10346,21.53646578,ios,16,6,14,4,0,day,1.320783226,103.8253524,1.363528215,103.964066,907,16135.93053,32.50972697
1035,17.68067459,ios,1,3,11,4,1,late night,1.299704743,103.7655609,1.330033837,103.8895725,1300,14192.33282,42.58731627
10356,21.0159696,ios,14,5,13,4,0,day,1.439326011,103.8077528,1.34790781,103.8588633,806,11645.26331,172.9262214
10359,12.14695896,ios,9,5,13,4,0,morning peak,1.309005862,103.8428544,1.355837024,103.9348234,1159,11473.5011,22.33400985
1036,14.14954334,android,13,2,17,4,1,day,1.2952746,103.7859815,1.356306,103.8807665,1135,12533.1124,18.02344888
10360,14.1576127,android,10,3,18,4,1,day,1.2553233,103.8245646,1.3757767,103.7744768,1539,14505.0728,355.3926119
10363,12.89178515,android,0,0,8,4,1,late night,1.3335762,103.9565488,1.2955102,103.8915441,1008,8374.688778,205.2146331
1037,15.02271255,ios,10,0,15,4,1,day,1.335310476,103.7596964,1.41572854,103.7996679,1463,9985.198594,4.386866226
10371,20.16197273,ios,6,0,8,4,1,late night,1.283989558,103.8455015,1.41581174,103.8043594,1109,15354.89434,357.2371714
10377,15.74855347,android,0,3,11,4,1,late night,1.4320773,103.7725251,1.3306676,103.8613107,1182,14985.44071,168.1275198
1038,13.00515047,android,10,1,9,4,1,day,1.2851858,103.8607837,1.2922241,103.7677199,1334,10375.16462,287.7501156
10386,18.58134654,ios,13,3,18,4,1,day,1.34555523,103.689189,1.380315058,103.9038586,1696,24174.40822,45.97032429
1039,17.09401977,android,13,3,18,4,1,day,1.3355353,103.7388225,1.4164214,103.8237652,1371,13040.49696,9.111824263
10394,16.53626735,android,19,2,17,4,1,evening peak,1.2908959,103.8425349,1.3435254,103.7453407,959,12287.71066,337.8179469
104,13.18889682,android,1,1,16,4,1,late night,1.3807767,103.7725418,1.3182777,103.8342163,1113,9762.229848,166.0496948
1040,16.19476619,android,12,6,21,4,0,day,1.4004084,103.7486217,1.304338,103.8413921,1216,14848.19668,165.5712611
10401,18.85247032,ios,12,3,18,4,1,day,1.306382798,103.8830125,1.348451357,103.7118113,1552,19598.05114,320.2477757
10402,13.63774793,android,1,6,21,4,0,late night,1.3452911,103.7090094,1.2853755,103.6237426,1305,11585.88956,202.1575688
10405,20.59300777,ios,2,6,14,4,0,late night,1.370428911,103.9487444,1.415574342,103.7995893,1106,17323.65807,333.8597522
1041,10.87224107,android,0,3,11,4,1,late night,1.3922913,103.7448491,1.3042246,103.7717843,1167,10240.10908,175.3834055
10411,16.42983299,ios,11,2,17,4,1,day,1.322049151,103.9051637,1.363657859,103.7797813,1026,14685.89755,329.2104948
10418,14.29917651,ios,4,5,13,4,0,late night,1.319268373,103.8498379,1.332634317,103.9546307,1182,11743.73745,59.35708842
1042,16.36106144,android,5,6,21,4,0,late night,1.4352259,103.802175,1.2713825,103.8270478,1753,18427.17359,177.423503
10420,21.11345406,android,4,6,14,4,0,late night,1.36386,103.7701717,1.39788,103.8553467,882,10195.99133,22.91608357
10429,16.25652714,ios,9,3,18,4,1,morning peak,1.344715872,103.9385259,1.444766852,103.7769251,2415,21129.82732,348.7290166
1043,15.13807808,android,1,3,11,4,1,late night,1.3635639,103.9641355,1.3021863,103.9040996,1039,9545.660927,194.6596587
1044,11.11733116,android,10,1,16,4,1,day,1.3763512,103.8801368,1.3192096,103.851347,994,7114.352218,187.1644088
10445,15.77878041,ios,11,1,16,4,1,day,1.289691029,103.7923337,1.370333322,103.8636585,1056,11969.68667,9.931824349
1045,17.22002198,android,7,1,9,4,1,late night,1.3044537,103.8512559,1.4290943,103.7789637,1436,16020.74103,355.3224851
10452,18.43258573,android,10,6,21,4,0,day,1.2879815,103.8051931,1.2655591,103.6144537,1634,21350.06854,253.2134031
10454,17.67598878,ios,3,5,20,4,0,late night,1.275733174,103.8230059,1.381824606,103.7499796,1201,14320.14792,352.6580203
10459,11.15037812,android,10,2,17,4,1,day,1.3342874,103.8513065,1.3950163,103.8942962,1274,8272.682261,7.041076174
1046,11.13766461,ios,10,3,11,4,1,day,1.333677607,103.9535403,1.320439465,103.8755032,1024,8799.004924,237.0790032
10462,9.365750963,android,3,2,10,4,1,late night,1.3531525,103.8502046,1.3149948,103.8597695,945,4374.142979,176.3690284
10463,19.91158755,android,2,5,20,4,0,late night,1.3514328,103.7121498,1.3885157,103.86836,1359,17847.67564,35.71249796
1047,12.2596875,android,3,5,20,4,0,late night,1.4342546,103.7883793,1.3136692,103.8598555,1772,15585.84295,171.3692094
1048,14.6453106,ios,9,5,20,4,0,morning peak,1.340285796,103.7161773,1.253027905,103.8213121,1901,15190.06383,159.011283
10485,20.28187456,ios,1,5,20,4,0,late night,1.404296445,103.8971315,1.328284652,103.7084895,2098,22609.34569,212.118242
10486,9.939494666,android,1,0,8,4,1,late night,1.3392398,103.9485216,1.272712,103.8487991,1373,13327.3316,204.2003324
10488,19.29727417,ios,9,2,17,4,1,morning peak,1.348449912,103.9848836,1.280964554,103.8165398,1101,20162.4878,217.0220928
1049,15.16143671,ios,7,3,18,4,1,late night,1.308986393,103.8646758,1.311392751,103.8748505,2402,1162.293723,47.17068757
105,18.69451835,android,12,0,8,4,1,day,1.3415522,103.749389,1.4319856,103.78707,889,10893.25892,3.299838598
1050,12.86400872,ios,12,1,9,4,1,day,1.305979562,103.7944482,1.355983869,103.8804839,1256,11062.96352,19.84796208
10500,12.37306922,ios,8,1,9,4,1,morning peak,1.308377826,103.7898417,1.361269201,103.8407202,1022,8159.555569,11.26088245
10501,16.38394211,ios,7,2,10,4,1,late night,1.374594612,103.8593086,1.312705948,103.7986307,920,9636.174511,194.1508104
10508,23.3171388,ios,19,0,8,4,1,evening peak,1.270210781,103.8589719,1.345926057,103.7028688,1028,19287.8428,336.1007914
10509,18.69226676,ios,4,5,13,4,0,late night,1.341980993,103.6934784,1.270507917,103.8582615,1325,19968.00455,144.2937779
1051,14.86793376,ios,8,2,10,4,1,morning peak,1.281436808,103.8021723,1.349134194,103.7595316,1363,8895.734843,352.1343316
10510,20.00258353,android,8,4,19,4,1,morning peak,1.3471324,103.7048414,1.3277979,103.9401118,1654,26241.96201,102.9231139
1052,9.161079558,android,10,3,18,4,1,day,1.325503,103.8135046,1.3759794,103.9032874,1958,11450.5609,18.72343438
10520,20.08912422,ios,5,3,11,4,1,late night,1.298660129,103.8303366,1.322350273,103.6750534,1234,17462.01641,304.9073625
10524,12.65728167,android,0,6,21,4,0,late night,1.3187183,103.93223,1.4156383,103.9017517,1451,11297.03469,357.215871
10526,18.02653383,ios,8,6,21,4,0,morning peak,1.395964894,103.7473603,1.300758365,103.8405672,1321,14813.15165,165.1924436
1053,15.01988224,android,12,1,9,4,1,day,1.3291233,103.8685347,1.4394738,103.8027122,1420,14286.40814,355.5391472
1054,10.49018499,android,1,5,20,4,0,late night,1.3429388,103.8699985,1.3713833,103.8708653,1750,3164.351496,0.345912879
10545,13.93991386,android,6,5,13,4,0,late night,1.311407,103.8753282,1.3356961,103.7837312,1016,10534.50567,319.8194039
1055,13.91108802,android,11,3,18,4,1,day,1.3716614,103.8698297,1.3359512,103.7352906,1727,15474.03695,222.8545975
10551,14.07413991,ios,0,1,16,4,1,late night,1.354802635,103.9668184,1.310191107,103.8810909,1393,10743.65226,206.801475
1056,23.45960353,ios,20,1,16,4,1,evening peak,1.341133765,103.9818181,1.376392755,103.7733072,1225,23508.0718,314.5210056
10560,19.60602261,ios,5,6,21,4,0,late night,1.353843027,103.6995108,1.330109466,103.8895362,1367,21288.27205,113.4615241
10564,16.43195868,android,3,4,19,4,1,late night,1.4348532,103.7884516,1.3211096,103.8747772,1216,15876.12943,169.2847186
10567,22.21708577,ios,20,4,19,4,1,evening peak,1.349814498,103.7381655,1.340431518,103.9812684,1668,27044.50139,92.94972949
1057,18.67540971,ios,16,3,18,4,1,day,1.312603799,103.7923431,1.353530604,103.955052,1602,18651.2262,38.64745512
10570,13.07209715,android,12,3,11,4,1,day,1.2835989,103.8361105,1.3578136,103.9301762,1310,13320.89036,14.81910833
10576,15.94551203,ios,1,1,16,4,1,late night,1.324129206,103.8135027,1.339109989,103.9490839,1174,15163.645,61.25521178
10577,13.34799436,ios,23,0,15,4,1,night,1.34571296,103.8776402,1.317310529,103.9222593,958,5880.182844,158.3325446
1058,21.12394163,ios,4,5,13,4,0,late night,1.389937679,103.7459367,1.395149627,103.8721837,999,14045.84184,73.3504116
10582,17.86981864,ios,10,3,18,4,1,day,1.426197845,103.8263323,1.345264105,103.7064179,1596,16083.45403,198.6512494
10584,14.61594923,ios,7,4,19,4,1,late night,1.315794447,103.8589272,1.446788806,103.8275364,1645,14978.05771,358.2984087
10587,17.6240886,ios,10,3,11,4,1,day,1.408378013,103.7524005,1.383441673,103.9165049,1461,18451.68473,126.4365637
10588,17.731053,android,23,2,17,4,1,night,1.3490311,103.9561798,1.3900725,103.7732319,1459,20842.80885,323.3533041
1059,20.57501641,android,5,0,15,4,1,late night,1.3605586,103.9638518,1.2941703,103.8656937,923,13174.25162,202.3637212
10597,17.67382579,android,7,5,20,4,0,late night,1.3939792,103.9074621,1.3358069,103.7598147,1463,17641.62817,211.6141017
106,22.40023703,ios,9,6,14,4,0,morning peak,1.336870982,103.9799109,1.356707112,103.8574488,955,13790.92342,309.485024
1060,19.94344096,ios,18,4,12,4,1,day,1.347484879,103.9445694,1.370734127,103.8647897,932,9237.719956,326.4284463
10603,10.367315,android,2,2,17,4,1,late night,1.3665383,103.83594,1.3264967,103.9051466,1179,8888.80741,157.0311696
10607,16.51427109,android,4,5,13,4,0,late night,1.3464636,103.7252482,1.2782406,103.8284663,892,13755.29521,155.9782751
1061,19.39227383,ios,2,6,21,4,0,late night,1.340950862,103.7038602,1.318596775,103.8751729,1279,19205.50668,113.8375781
10616,15.97690195,ios,11,3,11,4,1,day,1.336448411,103.747595,1.443208699,103.8115228,1354,13835.66605,4.352070616
10618,21.14238673,ios,12,2,10,4,1,day,1.39438733,103.7538079,1.332581225,103.9198516,1162,19695.91345,146.3414428
1062,15.03381869,android,8,6,21,4,0,morning peak,1.2932317,103.8562178,1.3362572,103.709294,1651,17019.15681,323.1652658
10626,20.34335679,android,5,0,8,4,1,late night,1.4380348,103.8085275,1.3148767,103.7608677,1023,14683.65218,185.6196728
10627,18.13992804,ios,6,0,8,4,1,late night,1.282648979,103.8512094,1.349166969,103.9850279,1088,16613.34755,23.22263579
1063,7.622230769,android,0,1,16,4,1,late night,1.3964375,103.917603,1.3548831,103.891802,993,5438.416494,187.5910489
1064,20.82914796,ios,8,4,19,4,1,morning peak,1.342586632,103.7609932,1.349314419,103.9490281,1278,20916.14476,75.65748199
10647,17.47443195,android,12,1,16,4,1,day,1.2926578,103.8333293,1.3452076,103.9832882,1291,17664.68423,31.31031628
1065,13.8629179,android,3,6,14,4,0,late night,1.3409239,103.7718456,1.2673554,103.8261747,1069,10168.37688,167.4805754
10654,6.227483146,android,10,4,12,4,1,day,1.3285331,103.8043202,1.3067534,103.8488331,979,5509.151326,151.654042
1066,8.1840456,android,7,6,14,4,0,late night,1.3833505,103.8982766,1.302847713,103.8522689,1359,10309.5408,188.6393376
1067,17.03597122,android,6,3,11,4,1,late night,1.299013,103.8413137,1.4184437,103.8338179,1097,13306.20375,359.4529917
10673,14.08099823,android,6,6,14,4,0,late night,1.3768322,103.7546975,1.3432424,103.8681958,1217,13158.11503,141.5336953
1068,19.54376076,ios,6,0,8,4,1,late night,1.34226768,103.7779418,1.328787404,103.9266432,1050,16598.16868,107.0718877
10680,15.99479498,ios,7,1,9,4,1,late night,1.307509192,103.8407586,1.340184472,103.9481774,979,12481.75827,35.82938854
10681,23.40798389,android,14,1,9,4,1,day,1.3351188,103.926277,1.4265303,103.7705027,1112,20079.10645,346.5100054
10689,17.08721973,android,18,0,15,4,1,day,1.3393007,103.7530519,1.3280102,103.9103695,1469,17533.18556,102.5734001
1069,20.71345323,ios,1,3,11,4,1,late night,1.278263853,103.8232678,1.334574795,103.6963946,924,15431.42501,332.9857296
10692,20.24805964,android,3,1,9,4,1,late night,1.3292083,103.9244139,1.3398918,103.7514195,1080,19267.5385,289.5645173
107,15.45797102,android,16,5,13,4,0,day,1.3397008,103.9812284,1.3243039,103.8721756,1051,12243.13776,242.227617
1070,17.87413895,ios,10,2,17,4,1,day,1.332095152,103.9769285,1.284143568,103.8007537,1273,20297.49394,228.605054
10702,16.00466924,ios,4,3,11,4,1,late night,1.401261764,103.8813265,1.319280732,103.8519249,861,9684.089104,185.1119868
10704,15.37143768,android,9,6,14,4,0,morning peak,1.3862869,103.7719629,1.3018409,103.8296533,1063,11370.99426,169.6524018
10705,23.83554807,ios,22,5,13,4,0,night,1.413462835,103.8405448,1.283649915,103.8059013,966,14939.44547,184.3392206
10708,16.25494628,android,23,6,21,4,0,night,1.3137213,103.8604241,1.322294,103.6637238,1695,21887.05666,285.3107478
1071,16.30038977,android,10,1,16,4,1,day,1.3448704,103.9408791,1.2949204,103.8768371,1151,9029.551045,199.4425721
10715,20.85688306,ios,14,6,21,4,0,day,1.369120221,103.9570257,1.345071623,103.739403,1527,24339.09607,248.6651296
10718,14.78031772,ios,9,0,8,4,1,morning peak,1.307761177,103.847045,1.393211893,103.7740464,1182,12495.29193,351.4602353
10719,18.60936472,android,1,4,19,4,1,late night,1.432810742,103.7727684,1.285967887,103.825202,1393,17337.33801,174.237559
1072,16.12954878,android,8,2,10,4,1,morning peak,1.3712718,103.9701262,1.3060636,103.8386049,1287,16319.73316,208.5956007
10726,11.84524248,android,0,2,17,4,1,late night,1.3696708,103.7478235,1.3441862,103.8015468,989,6610.292196,154.3854957
10727,20.76754472,android,7,0,8,4,1,late night,1.3939815,103.9015856,1.3665833,103.7798285,1117,13873.47803,223.54279
1073,17.67527992,ios,11,6,21,4,0,day,1.34892107,103.7145781,1.352083682,103.9548807,2377,26715.31781,79.85053588
1074,14.22130479,android,17,3,18,4,1,day,1.3142447,103.8457122,1.3575753,103.9554307,2077,13114.00096,27.48052047
10748,20.88811823,android,2,2,10,4,1,late night,1.3142762,103.8262826,1.3282217,103.6794383,1116,16397.48594,295.0760716
1075,20.95809672,ios,2,2,17,4,1,late night,1.337505731,103.6993354,1.326634032,103.8268287,1061,14224.24085,106.2559883
10752,20.64497495,android,20,5,20,4,0,evening peak,1.2956801,103.8735968,1.4463308,103.8068336,1815,18322.01023,356.8469644
10754,15.46514585,android,7,3,11,4,1,late night,1.4587888,103.8235299,1.3750478,103.933569,1324,15372.97618,165.4802962
1076,18.35621411,android,14,3,11,4,1,day,1.318065,103.8082083,1.4495783,103.814335,1135,14639.46249,0.323683606
10762,14.3483,android,4,5,13,4,0,late night,1.3734269,103.7476949,1.3298606,103.8590128,1338,13288.98093,147.8074116
10765,12.02060115,ios,9,3,18,4,1,morning peak,1.380053178,103.7312388,1.36804721,103.8757944,2830,16124.59311,108.9217166
10767,18.8245144,ios,15,5,20,4,0,day,1.312025737,103.8555307,1.440763613,103.8066488,1263,15311.62622,357.1779673
1077,15.54923179,android,0,2,10,4,1,late night,1.3129243,103.8744883,1.3110319,103.7348106,1537,15528.80571,270.8433505
10770,11.30970456,android,0,1,16,4,1,late night,1.4024967,103.7438417,1.3440051,103.7364684,1033,6555.411619,181.6246508
10771,14.31214087,ios,13,2,10,4,1,day,1.303609393,103.853024,1.380741877,103.7636833,1314,13122.31558,347.7733389
10776,10.37466418,android,0,0,15,4,1,late night,1.3082874,103.7714627,1.3018135,103.8430973,1165,7995.808652,107.0011977
1078,17.49259771,ios,6,4,19,4,1,late night,1.320989411,103.7707654,1.379443898,103.8847562,1474,14241.47205,19.94376072
10785,14.5866675,android,1,4,19,4,1,late night,1.326543,103.8438815,1.4395167,103.7710293,1478,14946.27191,355.1832262
10786,15.51509743,android,7,0,15,4,1,late night,1.2983583,103.8474524,1.3801298,103.8398896,1073,9131.360214,358.9948038
1079,22.88825851,ios,16,6,14,4,0,day,1.434872423,103.826219,1.343991619,103.6918678,1024,18032.42045,198.7466345
10793,21.04962519,ios,2,0,15,4,1,late night,1.360647512,103.9442426,1.393040624,103.823505,746,13896.45945,327.6674433
