day of week,is_Weekday,hour,time_group,origin_lat,origin_lng,dest_lat,dest_lng,euclid_dist,duration
1,1,8,morning peak,1.3026006,103.89932569999999,1.3401908000000002,103.86145490000001,5932.494627,1171
6,0,14,day,1.3467143999999998,103.7630912,1.3312627000000001,103.8787709,12973.75634,1037
5,0,10,day,1.3494858859999999,103.7383929,1.334161382,103.856278,13214.94507,914
2,1,6,late night,1.360793411,103.7455436,1.331333332,103.84610699999999,11649.12867,1058
3,1,7,late night,1.3607956,103.74064770000001,1.3301393999999997,103.8639851,14128.11486,1278
2,1,1,late night,1.352322935,103.7475752,1.329438165,103.85228559999999,11914.97876,1394
0,1,10,day,1.346241099,103.737706,1.3349878990000001,103.8619324,13866.13221,1227
5,0,10,day,1.3495008999999998,103.76089240000002,1.3346102,103.8580625,10928.02434,1223
1,1,13,day,1.378837,103.7593423,1.3319738,103.8691489,13272.26943,1139
6,0,14,day,1.359979733,103.74004599999999,1.333840682,103.85800859999999,13431.46726,1020
2,1,2,late night,1.3411034,103.75015450000001,1.3299226,103.84463769999999,10576.52335,880
4,1,4,late night,1.340505801,103.7511405,1.328780472,103.8670905,12955.32103,788
3,1,1,late night,1.3652186130000001,103.74432850000001,1.330375252,103.86036329999999,13468.217819999998,1457
5,0,6,late night,1.3512758740000002,103.7396079,1.3299988459999998,103.8636152,13986.75749,932
1,1,2,late night,1.3624276000000002,103.7424912,1.3288733999999998,103.8683683,14481.91291,1059
1,1,1,late night,1.3401684,103.7565529,1.3296858,103.8437071,9758.339608,895
6,0,12,day,1.345042969,103.74159909999999,1.342173405,103.87066429999999,14350.994380000002,917
4,1,1,late night,1.3414228000000001,103.7496161,1.3311695,103.8460547,10781.02088,1296
5,0,5,late night,1.341479262,103.7495243,1.330079413,103.8634619,12729.11796,1026
3,1,2,late night,1.3634925980000001,103.7428742,1.329618798,103.8583056,13373.23605,1081
5,0,5,late night,1.342238684,103.7477488,1.329624104,103.865038,13113.65618,1018
3,1,2,late night,1.3451248630000001,103.7573314,1.330243502,103.8600606,11539.11283,1027
4,1,6,late night,1.3492696000000002,103.75261,1.3295183000000002,103.85754659999999,11870.175459999999,1075
3,1,0,late night,1.339134915,103.7603663,1.329733244,103.8448182,9446.094852,957
1,1,1,late night,1.3624811000000001,103.74237049999999,1.3301211000000002,103.8596969,13529.7564,1162
0,1,2,late night,1.350884793,103.75562690000001,1.329737744,103.86420140000001,12296.55759,1039
4,1,9,morning peak,1.353230494,103.73699549999999,1.329601928,103.8508293,12924.15084,1321
5,0,7,late night,1.3506556019999998,103.73799090000001,1.329347663,103.86586340000001,14410.9893,940
2,1,6,late night,1.3417881,103.7488065,1.3285348,103.868424,13378.66184,1114
6,0,1,late night,1.3566456,103.7619502,1.3296214,103.842421,9436.708666,882
5,0,6,late night,1.3479273999999999,103.7683515,1.3300501,103.8635344,10766.078140000001,1477
4,1,10,day,1.3419133140000001,103.7484682,1.329663804,103.84989759999999,11357.34053,1117
0,1,1,late night,1.34521353,103.7481153,1.329648607,103.849671,11421.29427,902
5,0,7,late night,1.3656945090000001,103.7447241,1.329334153,103.8651452,13983.75212,1022
5,0,14,day,1.3497007280000002,103.73884129999999,1.328672042,103.8672026,14459.54815,728
6,0,10,day,1.3459169,103.75735859999999,1.335681,103.8780574,13465.608059999999,2975
1,1,0,late night,1.3537898000000002,103.7367448,1.3297318999999999,103.8488127,12741.94413,1230
2,1,1,late night,1.347896016,103.7383095,1.329702332,103.8442157,11945.5636,879
0,1,2,late night,1.356255,103.75326,1.3305799999999999,103.86189499999999,12409.2152,1005
4,1,10,day,1.346403969,103.7570932,1.329783339,103.8460359,10058.51908,1300
2,1,9,morning peak,1.3401733,103.75953170000001,1.3295093,103.8575725,10962.998290000001,988
0,1,23,night,1.36338998,103.7675066,1.329121031,103.8561844,10568.65476,1119
2,1,0,late night,1.3435478,103.7454441,1.3292795,103.8539879,12170.0966,1149
1,1,3,late night,1.344824185,103.74255459999999,1.328697453,103.8678438,14042.68794,835
5,0,2,late night,1.341470491,103.7495704,1.329963056,103.863833,12766.250909999999,978
5,0,5,late night,1.3503137180000002,103.73960699999999,1.329313777,103.85490970000001,13028.54358,1460
3,1,1,late night,1.366381149,103.74556319999999,1.32947755,103.85243840000001,12569.391440000001,1218
5,0,7,late night,1.3564136340000001,103.7476869,1.330574616,103.8623298,13064.05694,1231
1,1,22,night,1.3563892530000001,103.74763100000001,1.330413923,103.86345370000001,13195.34617,998
3,1,0,late night,1.361930991,103.7431439,1.329813108,103.85861650000001,13323.971609999999,1247
0,1,23,night,1.3239794790000001,103.9313198,1.331245049,103.8483333,9260.514893000001,1093
3,1,2,late night,1.3145598809999999,103.9375882,1.343709025,103.8494412,10321.01346,862
1,1,11,day,1.325280385,103.9408502,1.334240576,103.8485229,10311.81342,978
1,1,0,late night,1.3204696000000002,103.9392244,1.3370657,103.87739640000001,7116.541727,1220
0,1,10,day,1.3351544,103.9391828,1.3324745,103.85157020000001,9743.994629,944
5,0,1,late night,1.3252603,103.9407095,1.3440511999999998,103.86397,8782.888699,949
4,1,9,morning peak,1.3254448779999999,103.9416197,1.33084366,103.8549434,9654.061997,1216
2,1,0,late night,1.3271662,103.9377011,1.3313556999999998,103.8532127,9403.699279,1045
1,1,7,late night,1.3352008999999998,103.9315792,1.3439601,103.8464281,9515.759259,835
5,0,14,day,1.3267254,103.9488322,1.3309631000000002,103.8548827,10454.52294,914
1,1,10,day,1.3231975,103.9272949,1.3432448000000001,103.8789336,5819.908284,1138
1,1,11,day,1.3380948000000001,103.9337666,1.3313931,103.8534807,8956.018688,1029
1,1,6,late night,1.3209866000000001,103.9215181,1.3437708000000002,103.84656509999999,8708.795208,1017
4,1,1,late night,1.3327014,103.9064531,1.3007296999999998,103.80115479999999,12233.497140000001,1323
2,1,3,late night,1.325648,103.9404083,1.2972692,103.7831698,17762.09763,1302
0,1,8,morning peak,1.330781464,103.9062881,1.292179165,103.7842387,14230.51262,1048
0,1,7,late night,1.3075991759999999,103.9300418,1.2835727829999999,103.7809174,16791.53161,1003
4,1,1,late night,1.314621964,103.9382052,1.273109002,103.8004338,15996.0824,1022
6,0,22,night,1.3369456,103.9332225,1.3027307,103.7712502,18403.26956,1155
1,1,2,late night,1.3472642469999998,103.922555,1.294017734,103.7991804,14938.4114,882
1,1,3,late night,1.338024706,103.91922240000001,1.284762969,103.8016311,14351.16228,1166
1,1,1,late night,1.329214983,103.92459170000001,1.297072946,103.80025069999999,14277.0527,1172
4,1,12,day,1.326980749,103.9242762,1.3012893159999999,103.7995007,14161.872790000001,1080
1,1,11,day,1.3141021000000002,103.9332157,1.2988253,103.7805249,17058.817,1148
0,1,23,night,1.310107849,103.9359077,1.291301496,103.79648040000001,15640.04923,1179
2,1,9,morning peak,1.3443148,103.917608,1.3015111000000001,103.80134190000001,13773.257740000001,936
1,1,1,late night,1.314551069,103.9375833,1.2880507490000002,103.7940853,16222.01779,1190
0,1,2,late night,1.323943934,103.9068248,1.303014335,103.7970959,12418.1196,1210
2,1,5,late night,1.338107357,103.90362990000001,1.293695457,103.7992891,12606.61749,872
2,1,6,late night,1.3296443,103.9046281,1.2904561,103.79081590000001,13381.40311,1103
4,1,9,morning peak,1.308335685,103.9332063,1.2887854029999999,103.7927114,15768.86223,942
2,1,10,day,1.308801602,103.93343270000001,1.273429655,103.79975879999999,15371.787380000002,1014
6,0,2,late night,1.326334905,103.906335,1.308285082,103.79140079999999,12933.409609999999,1107
5,0,2,late night,1.314946379,103.9277452,1.288599184,103.79297240000001,15265.940219999999,1122
2,1,1,late night,1.337354158,103.9223287,1.28544081,103.7984767,14929.255790000001,1345
4,1,7,late night,1.329816109,103.92244720000001,1.297404519,103.8002785,14051.03959,1033
3,1,1,late night,1.3292693000000002,103.92390429999999,1.2925988000000002,103.80747120000001,13570.4724,1455
0,1,8,morning peak,1.3305833,103.9263689,1.3048229690000002,103.8017109,14150.615119999999,1007
5,0,20,evening peak,1.331472096,103.9180822,1.3097680329999999,103.7720537,16411.73285,1265
5,0,20,evening peak,1.3329316,103.9208615,1.2877216999999999,103.80428140000001,13900.587609999999,966
5,0,6,late night,1.3316179890000002,103.9099385,1.292866624,103.7858225,14454.64087,1391
6,0,2,late night,1.3374927909999998,103.9331375,1.293997476,103.79195190000002,16423.267780000002,1227
4,1,11,day,1.31890404,103.9327275,1.287816915,103.7773687,17613.17712,1231
6,0,14,day,1.326189922,103.90606170000001,1.30242347,103.7827821,13956.93796,918
4,1,10,day,1.3146046059999998,103.9377801,1.306404475,103.7935273,16061.891380000001,1323
5,0,3,late night,1.3382659,103.9035872,1.3015874,103.8013283,12077.14409,1019
6,0,3,late night,1.3201732,103.9124374,1.2955974,103.791513,13717.624730000001,1308
2,1,5,late night,1.3305487790000001,103.9213074,1.284769434,103.79949930000001,14466.126730000002,1169
1,1,2,late night,1.314633716,103.93792690000001,1.3016980340000002,103.7706032,18656.23689,1110
5,0,0,late night,1.3204906,103.94058259999998,1.2920811,103.78814059999999,17238.29288,1056
1,1,13,day,1.3361353999999999,103.90484920000002,1.3100546999999998,103.78938149999999,13159.5256,1219
1,1,4,late night,1.3298486,103.92645870000001,1.3080013000000001,103.7905875,15298.29908,1017
5,0,10,day,1.314973144,103.9409007,1.298457238,103.7853666,17387.3619,1169
1,1,1,late night,1.3096691,103.91588399999999,1.2865739999999999,103.7966733,13498.75306,1051
1,1,22,night,1.332766226,103.9203717,1.293123483,103.78534470000001,15644.24884,828
3,1,6,late night,1.306531691,103.90954140000001,1.302037368,103.7707718,15434.57465,1076
2,1,1,late night,1.3143581,103.93594329999999,1.3037133,103.77213309999999,18248.53711,1248
0,1,9,morning peak,1.3371524479999999,103.9036167,1.302877485,103.7727492,15038.87027,1349
5,0,10,day,1.338184248,103.9018387,1.292381904,103.8110035,11309.430709999999,1003
2,1,9,morning peak,1.337175652,103.90359129999999,1.292607178,103.7985189,12688.27757,931
6,0,23,night,1.309468098,103.91489849999999,1.3092323209999999,103.7717712,15910.896680000002,1655
6,0,23,night,1.3082183,103.90866170000001,1.2971383,103.7832517,13995.6853,1213
2,1,1,late night,1.305418817,103.9247895,1.29288509,103.7863412,15453.77049,1247
0,1,23,night,1.33449596,103.725095,1.284547348,103.8343097,13351.027259999999,1120
2,1,16,day,1.325898,103.7292054,1.2836606000000002,103.8096485,10100.842540000001,1335
2,1,8,morning peak,1.3300843999999998,103.74256779999999,1.2788071,103.8288226,11155.79186,917
2,1,9,morning peak,1.3312499,103.741229,1.2830921999999998,103.83510030000001,11729.035020000001,932
6,0,23,night,1.34434762,103.7343172,1.278414585,103.8321248,13113.6858,1425
0,1,23,night,1.340195865,103.7343918,1.279577526,103.8377318,13319.353509999999,1106
0,1,1,late night,1.327236453,103.7252189,1.281581461,103.8237463,12072.2088,1000
0,1,3,late night,1.326977081,103.72532070000001,1.277361559,103.82659620000001,12537.500820000001,1113
3,1,9,morning peak,1.3272573,103.74552320000001,1.2838047,103.835464,11104.62506,903
3,1,11,day,1.34310207,103.73617940000001,1.282543989,103.8338873,12779.72455,1551
1,1,10,day,1.3204395,103.736743,1.274777,103.8229901,10849.235540000001,1040
4,1,9,morning peak,1.32694933,103.7253316,1.282192479,103.8327977,12941.74898,1477
4,1,2,late night,1.3391362,103.7341496,1.2808526000000002,103.81705699999999,11266.972020000001,1036
3,1,23,night,1.307205232,103.7404246,1.291516774,103.8260069,9672.483028,1126
1,1,10,day,1.322091,103.75156190000001,1.2732430000000001,103.8311949,10386.040140000001,976
2,1,8,morning peak,1.3428641959999998,103.7447949,1.280309966,103.817114,10630.81128,1012
5,0,8,morning peak,1.3455092,103.7321948,1.2657323999999999,103.8233167,13464.794869999998,1325
5,0,7,late night,1.341237129,103.72215920000001,1.2725924,103.83718449999999,14891.834169999998,1437
5,0,6,late night,1.3464481000000001,103.7316824,1.270767,103.8252808,13382.123,1102
1,1,17,day,1.3291643,103.7451397,1.2828976,103.8013273,8092.067951999999,981
2,1,0,late night,1.320264771,103.74465570000001,1.2665845059999998,103.8185441,10153.674990000001,987
3,1,10,day,1.325303775,103.7260288,1.272689151,103.8375666,13710.200359999999,950
4,1,0,late night,1.3419655000000001,103.74408840000001,1.2619139,103.8238079,12560.68415,1286
1,1,11,day,1.383065335,103.7594839,1.285408616,103.7987185,11702.097679999999,907
0,1,1,late night,1.3755344059999999,103.77661359999999,1.302504727,103.8014319,8576.400044,1102
1,1,7,late night,1.3808888000000001,103.769243,1.3040101,103.77170770000001,8552.911029,1264
1,1,2,late night,1.377846329,103.763789,1.2848996240000001,103.79948470000001,11070.78478,1026
3,1,21,night,1.3742158830000002,103.76285290000001,1.2865569959999998,103.8029212,10716.72007,917
2,1,23,night,1.3751107,103.7707369,1.3001296,103.7785597,8382.746652,1176
0,1,0,late night,1.3702953000000002,103.7752412,1.3131811000000002,103.7723616,6358.871625,1193
3,1,0,late night,1.3742431,103.7627778,1.2903018999999998,103.79145940000001,9863.381353,1337
4,1,11,day,1.3800108180000001,103.772525,1.299867128,103.8015058,9476.025587,1193
0,1,1,late night,1.3763691999999998,103.76240759999999,1.2867906999999998,103.7968213,10670.06181,1227
2,1,0,late night,1.3797983,103.7724853,1.3130496999999999,103.7928451,7759.516406000001,1516
6,0,6,late night,1.36252649,103.7674949,1.28478156,103.8015916,9439.289581,1401
2,1,22,night,1.3734116000000003,103.77347890000001,1.2961040000000001,103.78466740000002,8685.725772,1001
4,1,0,late night,1.371454841,103.7633985,1.292270652,103.7883796,9232.431997,1211
5,0,3,late night,1.377292458,103.77175059999999,1.304184477,103.77126640000002,8129.414873999999,817
1,1,1,late night,1.374003066,103.76285250000001,1.275661038,103.7939672,11469.13151,1148
0,1,12,day,1.3862094390000002,103.7719307,1.301901062,103.8012765,9926.041229,922
2,1,9,morning peak,1.358479042,103.7674657,1.303684987,103.78770920000001,6495.120838,956
1,1,1,late night,1.3869193000000002,103.7605338,1.2878544,103.8042212,12038.56646,1207
0,1,0,late night,1.3794930440000002,103.7725375,1.3030147779999999,103.77374509999999,8505.054757,1322
0,1,6,late night,1.377484132,103.7721431,1.2933976059999999,103.7854526,9466.3339,962
2,1,6,late night,1.3866356309999999,103.7712719,1.300125441,103.8030052,10245.911820000001,1153
5,0,3,late night,1.3811733999999998,103.7725945,1.2866531,103.7970058,10854.85512,1018
4,1,20,evening peak,1.318682739,103.7631915,1.30361116,103.77254090000001,1972.002877,1621
2,1,1,late night,1.3133977,103.7684404,1.2854306,103.79895340000002,4601.808511,1040
1,1,9,morning peak,1.3015649999999999,103.7622916,1.2884913999999998,103.7938067,3793.056373,987
4,1,8,morning peak,1.3219043,103.7520937,1.2917829,103.814437,7697.359109,1085
1,1,0,late night,1.3057579,103.7639865,1.2863653999999998,103.7973929,4294.321097,1359
4,1,16,day,1.37149036,103.94722270000001,1.302042255,103.80116559999999,17979.26073,1206
6,0,10,day,1.373306353,103.9638523,1.290406994,103.7906512,21346.74218,2410
4,1,16,day,1.3644655,103.9632449,1.3009701,103.7768973,21885.44008,1708
6,0,21,night,1.3536558,103.9642134,1.2919528999999998,103.808222,18648.8162,1123
3,1,13,day,1.3658834999999998,103.9618628,1.2885883,103.7929762,20648.12983,1534
3,1,7,late night,1.3181233909999999,103.92142240000001,1.3442663019999999,103.8648737,6925.8237420000005,882
3,1,3,late night,1.3324869,103.9376397,1.3436843,103.8462333,10237.155690000001,1103
2,1,0,late night,1.394817863,103.884976,1.33942963,103.8618709,6672.991171,927
6,0,8,morning peak,1.3189361000000002,103.8513388,1.3667586999999999,103.94608509999999,11798.68394,1115
0,1,1,late night,1.3141944079999999,103.8402339,1.3325248170000001,103.9548362,12901.80992,1168
2,1,15,day,1.2827223,103.8351897,1.3530686,103.7007054,16872.72983,957
2,1,14,day,1.2827167,103.83623850000001,1.3455613000000002,103.7024488,16432.68071,1376
5,0,17,day,1.2826889,103.8359845,1.3411277,103.70905479999999,15534.60996,919
5,0,23,night,1.2773688,103.826985,1.3356795,103.70916009999999,14615.102659999999,1176
2,1,8,morning peak,1.272464541,103.84232850000001,1.355294809,103.72322740000001,16128.425140000001,1026
2,1,14,day,1.279804473,103.83950899999999,1.347908511,103.7065254,16609.9689,1218
4,1,4,late night,1.260953802,103.8237455,1.350201424,103.7130418,15809.2748,1279
0,1,5,late night,1.283240467,103.83582659999999,1.356138667,103.6990784,17227.78576,960
5,0,15,day,1.2695857,103.8252177,1.3347146,103.696205,16066.59076,1447
1,1,12,day,1.286756953,103.80323620000001,1.3345382590000001,103.69644190000001,13006.52892,937
0,1,1,late night,1.2821457,103.8353555,1.3431135,103.7077179,15725.28974,1197
2,1,8,morning peak,1.2813517,103.831601,1.3381536,103.692987,16653.368590000002,1221
0,1,13,day,1.2674743999999998,103.8266495,1.3499003,103.726223,14444.32301,966
2,1,7,late night,1.269695,103.81304329999999,1.341935,103.7158267,13465.50611,960
6,0,9,morning peak,1.282259159,103.8353311,1.359697516,103.7112701,16258.67705,866
6,0,14,day,1.2702261000000001,103.812256,1.3402905,103.6946114,15222.77991,990
1,1,13,day,1.282633,103.83634690000001,1.3388882,103.7096402,15411.96709,1072
3,1,14,day,1.3062136,103.8387382,1.3445898,103.720871,13780.08724,1300
3,1,11,day,1.3160286,103.83626109999999,1.3464338,103.7039068,15096.60294,1225
3,1,10,day,1.305283497,103.8370953,1.347506026,103.6922784,16769.228769999998,1619
6,0,0,late night,1.3103097190000002,103.84479870000001,1.3363312520000001,103.67688559999999,18889.03065,1245
5,0,3,late night,1.3128219490000002,103.8300436,1.348412657,103.6930968,15729.66131,1025
4,1,15,day,1.311649103,103.83921020000001,1.350414725,103.7000845,16055.36472,1360
4,1,8,morning peak,1.306198779,103.83887170000001,1.347325255,103.7057072,15493.5162,1319
4,1,21,night,1.311119827,103.8427478,1.3525769069999998,103.7134056,15099.208869999999,882
6,0,3,late night,1.3090801,103.84620749999999,1.3622363000000002,103.7084568,16414.1662,1097
3,1,20,evening peak,1.30448052,103.8413895,1.355907451,103.6989476,16835.47486,878
1,1,22,night,1.3114578000000001,103.84218809999999,1.3462268,103.7035962,15884.251719999998,1015
3,1,14,day,1.311650961,103.83920970000001,1.3511182780000002,103.702978,15767.241069999998,1024
2,1,0,late night,1.3134826000000002,103.83847320000001,1.3517831,103.71224129999999,14664.58393,975
4,1,14,day,1.305851574,103.8376868,1.341413397,103.712122,14507.73972,1430
3,1,12,day,1.3163796,103.8359204,1.3394696000000001,103.72259840000001,12856.42586,1125
4,1,20,evening peak,1.31140185,103.8422604,1.3559106490000001,103.6987714,16701.07929,810
1,1,18,day,1.305314546,103.8413194,1.354436147,103.6988573,16752.25597,1113
2,1,4,late night,1.304733858,103.8367648,1.349557221,103.71232540000001,14703.817869999999,1342
0,1,13,day,1.3051297,103.8413439,1.3494293,103.70876329999999,15539.719990000001,1157
2,1,10,day,1.308807358,103.8270607,1.353604859,103.696823,15310.82219,1228
3,1,9,morning peak,1.3101577,103.83468420000001,1.3449229,103.70086529999999,15370.06116,1292
4,1,16,day,1.303698596,103.8413621,1.3536875119999998,103.6999163,16677.40123,1704
0,1,11,day,1.3086903,103.84642690000001,1.3504757,103.7103405,15825.48609,1451
2,1,15,day,1.304564806,103.83667890000001,1.352509315,103.71338109999999,14706.700180000002,963
6,0,3,late night,1.246857815,103.83693459999999,1.3449597830000002,103.72188440000001,16809.84628,1483
4,1,11,day,1.249264,103.82697859999999,1.3427585,103.6926652,18193.90891,1389
4,1,12,day,1.2518025259999999,103.824541,1.354075343,103.7159325,16586.10761,1211
4,1,12,day,1.2480347,103.829711,1.341867,103.6933892,18398.85918,1370
5,0,8,morning peak,1.246587488,103.83429090000001,1.334566578,103.70889079999999,17030.45049,1256
3,1,15,day,1.2525306999999999,103.8236453,1.3394226,103.7041328,16427.570880000003,1503
6,0,8,morning peak,1.2932317,103.8562178,1.3362572,103.709294,17019.15681,1651
5,0,15,day,1.292336627,103.8495676,1.3364057440000001,103.7061804,16675.966969999998,1433
3,1,11,day,1.2729118000000001,103.84310490000001,1.3448926,103.71619890000001,16219.96809,1629
3,1,14,day,1.290762968,103.8609437,1.3429590830000002,103.6943449,19408.19383,1673
3,1,10,day,1.2764806999999998,103.84817840000001,1.3422416000000001,103.6969838,18329.41845,1905
4,1,13,day,1.300694253,103.8558873,1.346502336,103.7041968,17615.221169999997,1317
3,1,18,day,1.2806269,103.8583412,1.3444405000000001,103.7163094,17310.24004,2094
0,1,13,day,1.2783917999999999,103.84918449999999,1.3306063,103.69645290000001,17943.84475,1236
1,1,12,day,1.2744396,103.84334670000001,1.35056,103.71030329999999,17040.62603,1179
0,1,14,day,1.273107411,103.84588959999999,1.3563362490000002,103.7160935,17141.76788,911
6,0,4,late night,1.296287803,103.8612179,1.343389345,103.6921177,19514.084919999998,1440
3,1,7,late night,1.289881993,103.86103409999998,1.32710698,103.7227172,15923.51754,1478
6,0,15,day,1.286600708,103.86089090000002,1.353898686,103.69933780000001,19455.79391,1813
3,1,13,day,1.281850653,103.8525042,1.342982044,103.711824,17052.23574,1487
4,1,12,day,1.2957528999999999,103.8536199,1.3452084,103.7062489,17280.894790000002,1754
2,1,7,late night,1.276679836,103.8485868,1.354787136,103.72556429999999,16200.650780000002,1089
4,1,10,day,1.2806111,103.8584134,1.3432886999999998,103.71775140000001,17119.651830000003,1146
2,1,16,day,1.274214943,103.8431658,1.3428417719999999,103.69257929999999,18397.33524,1049
1,1,6,late night,1.294777315,103.8508742,1.334492608,103.69644570000001,17726.06127,1344
4,1,22,night,1.291261481,103.8550621,1.339591701,103.69360970000001,18735.256019999997,1398
4,1,20,evening peak,1.291352015,103.8612839,1.3533106540000002,103.7144647,17715.71762,1244
2,1,13,day,1.2798211000000002,103.8503319,1.3415786,103.6961953,18459.579319999997,1424
3,1,13,day,1.29047463,103.8486522,1.352224376,103.7128946,16580.11203,1134
0,1,12,day,1.295387175,103.85327020000001,1.333930931,103.72019449999999,15401.776440000001,1271
1,1,1,late night,1.2731079,103.8430681,1.3395836,103.69501329999999,18042.33096,1338
5,0,6,late night,1.2804760309999998,103.85089359999999,1.331940551,103.696467,18095.682090000002,1291
5,0,0,late night,1.2949781,103.85305090000001,1.3377299999999999,103.7009653,17562.30387,1345
2,1,15,day,1.2806293,103.85836259999999,1.3536233999999998,103.7149513,17889.625780000002,1258
2,1,12,day,1.280743976,103.8511345,1.3514471869999998,103.7117182,17378.30899,1254
3,1,14,day,1.2926496,103.8497166,1.3327053,103.72495409999999,14566.94748,1074
4,1,8,morning peak,1.298426577,103.85808879999999,1.33196926,103.7209892,15690.507459999999,1392
5,0,11,day,1.285647606,103.8608755,1.328392466,103.6964931,18881.746430000003,1329
0,1,2,late night,1.273959,103.8419668,1.3561232,103.6989306,18338.57899,1149
4,1,0,late night,1.2732645,103.8418667,1.3401931999999999,103.7093835,16501.16198,1157
1,1,0,late night,1.2923271,103.8512697,1.339066,103.71654709999999,15852.642919999998,1233
3,1,14,day,1.3004578000000002,103.8571063,1.3531149,103.71423390000001,16927.34047,1584
2,1,5,late night,1.286218,103.84801379999999,1.3351933999999999,103.70904540000001,16380.299790000001,1004
3,1,13,day,1.2727473,103.84228759999999,1.3499659,103.7260342,15515.77079,1363
0,1,16,day,1.3009168629999999,103.8555976,1.347008161,103.7250952,15386.01323,976
3,1,14,day,1.27277094,103.8455887,1.331869201,103.6965224,17826.55511,1021
6,0,1,late night,1.3858823999999998,103.90659040000001,1.3499303999999999,103.726007,20468.42355,1610
0,1,12,day,1.3996433000000001,103.8959696,1.3464086000000002,103.6913391,23504.91632,1367
0,1,13,day,1.395882927,103.89485529999999,1.361649677,103.70373790000001,21583.463359999998,1171
4,1,12,day,1.392469025,103.9047213,1.3472193630000002,103.7054473,22716.15385,1578
4,1,14,day,1.38988526,103.8691411,1.348984826,103.7143865,17794.014890000002,1407
2,1,8,morning peak,1.420800127,103.7553448,1.328568849,103.67951579999999,13275.2631,956
