Unnamed: 0,trj_id,day,month,osname,avg_speed,avg_bearing,hour,day of week,is_Weekday,time_group,origin_lat,origin_lng,dest_lat,dest_lng,origin_region,origin_subregion,dest_region,dest_subregion,euclid_dist,duration,origin_avg_daily_rainfall,dest_avg_daily_rainfall
18297,83311,18,4,android,8.57102509,183.6408706,9,3,1,morning peak,1.3791206,103.8823457,1.3024686,103.8639761,NORTH-EAST REGION,HOUGANG,CENTRAL REGION,KALLANG,8764.521031,1483,0.0,0.0
22323,53803,20,4,ios,12.41038609,178.8173055,1,5,0,late night,1.411896012,103.8351467,1.296923069,103.8439028,NORTH REGION,YISHUN,CENTRAL REGION,MUSEUM,12821.40852,1672,5.869565217000001,58.4
8681,11,21,4,android,19.35982356,36.39861156,5,6,0,late night,1.3092735,103.8337471,1.3517168,103.9865737,CENTRAL REGION,NEWTON,EAST REGION,CHANGI,17632.307569999994,1192,0.0,0.0
8380,63281,10,4,android,25.0677861,50.64716918,18,2,1,day,1.3116367,103.8036248,1.341206,103.9816054,CENTRAL REGION,BUKIT TIMAH,EAST REGION,CHANGI,20056.57594,953,0.4,6.0
19969,41224,14,4,android,21.1099251,250.8007721,8,6,0,morning peak,1.3442411,103.9831597,1.3280898,103.8246101,EAST REGION,CHANGI,CENTRAL REGION,NOVENA,17716.381419999998,967,0.0,0.0
2011,41205,19,4,ios,17.23802249,339.7090545,8,4,1,morning peak,1.3693074319999998,103.9467913,1.429911942,103.7816344,EAST REGION,PASIR RIS,NORTH REGION,WOODLANDS,19556.86322,1387,1.2,4.0
2570,63397,8,4,ios,18.75798893,356.5203655,8,0,1,morning peak,1.310317907,103.8449522,1.428423455,103.7943606,CENTRAL REGION,NEWTON,NORTH REGION,WOODLANDS,14286.259719999998,1222,0.0,0.0
9241,33581,19,4,ios,22.96395813,95.45292929,15,4,1,day,1.344316655,103.7364724,1.3355793740000002,103.933324,WEST REGION,JURONG EAST,EAST REGION,BEDOK,21904.46434,1170,11.4,0.0
22817,40673,14,4,ios,15.81121606,170.04589769999995,9,6,0,morning peak,1.369527,103.7481058,1.28431126,103.8007521,WEST REGION,CHOA CHU KANG,CENTRAL REGION,QUEENSTOWN,11137.19632,1001,3.2,0.0
9435,38579,8,4,ios,13.9440648,18.23410101,11,0,1,day,1.288574649,103.836343,1.343944182,103.9185667,CENTRAL REGION,SINGAPORE RIVER,EAST REGION,BEDOK,11020.61452,1134,0.0,0.0
19378,58666,8,4,android,15.64507386,122.1174879,3,0,1,late night,1.349666,103.7134932,1.3287135,103.8405352,WEST REGION,JURONG WEST,CENTRAL REGION,NOVENA,14313.45272,1207,2.2,0.0
9747,22937,16,4,ios,17.31674997,24.88450716,15,1,1,day,1.28222368,103.8231567,1.335648747,103.9323351,CENTRAL REGION,BUKIT MERAH,EAST REGION,BEDOK,13512.794719999998,991,0.0,0.0
17226,75580,20,4,android,11.75684022,194.3659249,9,5,0,morning peak,1.4302897,103.8355878,1.3847223,103.7729807,NORTH REGION,YISHUN,WEST REGION,BUKIT PANJANG,8608.578649,1497,5.869565217000001,0.2
19613,78564,12,4,ios,12.45904748,162.3368756,9,4,1,morning peak,1.381715624,103.7524141,1.330555312,103.8201861,WEST REGION,CHOA CHU KANG,CENTRAL REGION,NOVENA,9440.350859,1009,0.2,2.2
27826,59134,13,4,ios,15.18483935,247.8568912,5,5,0,late night,1.319346738,103.9048113,1.308222866,103.8100394,CENTRAL REGION,GEYLANG,CENTRAL REGION,TANGLIN,10607.75252,1056,0.0,0.0
14561,58867,17,4,ios,12.02587979,158.1730081,3,2,1,late night,1.333498434,103.7909593,1.291781861,103.8509446,CENTRAL REGION,BUKIT TIMAH,CENTRAL REGION,DOWNTOWN CORE,8123.035016,1133,0.0,0.0
25580,68630,20,4,android,10.7656801,189.1769496,1,5,0,late night,1.4017808,103.896506,1.3057249,103.8376052,NORTH-EAST REGION,PUNGGOL,CENTRAL REGION,NEWTON,12528.1222,1646,6.0,25.2
8232,9870,8,4,ios,19.21637392,54.91526782,1,0,1,late night,1.321358461,103.8473353,1.339865369,103.9737956,CENTRAL REGION,NOVENA,EAST REGION,CHANGI,14207.7762,954,0.0,0.0
27051,66757,16,4,android,15.23982573,181.4975791,6,1,1,late night,1.4413662,103.7853064,1.3131216,103.7721875,NORTH REGION,WOODLANDS,WEST REGION,CLEMENTI,14334.52415,1222,0.0,0.0
24615,37746,21,4,android,12.95316117,168.9757194,10,6,0,day,1.381130547,103.7714364,1.281246581,103.8390911,WEST REGION,BUKIT PANJANG,CENTRAL REGION,OUTRAM,13413.3979,1694,0.0,0.0
21011,63557,14,4,android,19.66597472,249.8702913,7,6,0,late night,1.3411316,103.9818231,1.322188,103.8100455,EAST REGION,CHANGI,CENTRAL REGION,BUKIT TIMAH,19211.46736,1186,0.0,1.0
15242,40437,10,4,android,13.50795364,350.98829680000006,8,2,1,morning peak,1.3222918,103.8893163,1.4039197,103.8109127,CENTRAL REGION,GEYLANG,NORTH REGION,CENTRAL WATER CATCHMENT,12583.59087,1266,71.4,3.6
21027,71095,14,4,ios,22.58861453,267.5177444,15,6,0,day,1.341103397,103.9818009,1.3340483159999998,103.7732273,EAST REGION,CHANGI,CENTRAL REGION,BUKIT TIMAH,23199.27568,1211,0.0,1.0
292,5824,12,4,android,6.343833116,358.4666026,9,4,1,morning peak,1.3142246000000002,103.8402217,1.3514487,103.835643,CENTRAL REGION,NOVENA,CENTRAL REGION,BISHAN,4170.309015999998,848,2.2,1.0
5752,46010,9,4,ios,11.96236644,20.24813014,14,1,1,day,1.282279189,103.8230736,1.32777932,103.8937414,CENTRAL REGION,BUKIT MERAH,CENTRAL REGION,GEYLANG,9344.090289,1424,19.4,2.6
14389,16718,17,4,android,16.45914687,138.6363686,8,2,1,morning peak,1.3108719,103.7583762,1.2768771,103.8576489,WEST REGION,CLEMENTI,CENTRAL REGION,DOWNTOWN CORE,11665.2383,939,0.0,0.0
15160,1505,12,4,android,16.47778171,296.5952263000001,7,4,1,late night,1.3922267,103.9052924,1.4018476999999998,103.773611,NORTH-EAST REGION,SENGKANG,NORTH REGION,CENTRAL WATER CATCHMENT,14676.992230000002,1439,0.2,0.0
25383,25975,10,4,ios,16.25185904,138.9627754,11,2,1,day,1.342557364,103.7329444,1.312981553,103.8300555,WEST REGION,JURONG EAST,CENTRAL REGION,NEWTON,11285.17584,1107,0.4,1.4
15974,80189,20,4,ios,14.72775972,162.6712632,7,5,0,late night,1.337562571,103.7607007,1.252048881,103.844766,WEST REGION,BUKIT BATOK,CENTRAL REGION,SOUTHERN ISLANDS,13332.24904,1507,0.2,9.0
24981,66707,8,4,android,16.87946593,226.4131951,4,0,1,late night,1.3199364,103.9686123,1.2854568000000002,103.8471483,EAST REGION,TAMPINES,CENTRAL REGION,SINGAPORE RIVER,14036.44715,1000,0.0,0.0
12528,56468,21,4,ios,23.46279044,287.4703469,13,6,0,day,1.323536869,103.9710618,1.33496837,103.6986709,EAST REGION,TAMPINES,WEST REGION,JURONG WEST,30307.003780000006,1621,1.82,0.0
4203,23634,15,4,android,13.2679198,3.651113036,7,0,1,late night,1.2783456,103.8411349,1.371429,103.8711145,CENTRAL REGION,OUTRAM,NORTH-EAST REGION,SERANGOON,10873.71264,1006,0.0,0.0
5802,35927,13,4,android,20.32316308,171.103327,21,5,0,night,1.4320311,103.8033969,1.3252509,103.8717195,NORTH REGION,MANDAI,CENTRAL REGION,GEYLANG,14094.712630000002,918,0.0,0.0
16019,67568,20,4,android,11.06782796,181.615376,10,5,0,day,1.4210658,103.8349993,1.2538383999999998,103.8199413,NORTH REGION,YISHUN,CENTRAL REGION,SOUTHERN ISLANDS,18670.02984,2329,5.869565217000001,9.0
16288,65172,14,4,ios,19.89384568,263.57312540000004,5,6,0,late night,1.341349631,103.8847735,1.335105784,103.7388104,NORTH-EAST REGION,HOUGANG,WEST REGION,JURONG EAST,16240.77079,1200,0.0,0.0
5045,72910,17,4,android,10.08760853,164.55465769999995,6,2,1,late night,1.3769405,103.8284654,1.3170316999999998,103.8938273,NORTH-EAST REGION,ANG MO KIO,CENTRAL REGION,GEYLANG,9857.467028,1245,1.6,0.0
17340,74216,13,4,ios,14.497033800000002,347.5778944,11,5,0,day,1.311640253,103.8479158,1.3849692880000002,103.7596279,CENTRAL REGION,KALLANG,WEST REGION,BUKIT PANJANG,12759.62953,1313,0.0,0.0
1404,59725,18,4,ios,18.42943892,359.1634361,14,3,1,day,1.293102659,103.7986861,1.435110682,103.7834062,CENTRAL REGION,QUEENSTOWN,NORTH REGION,WOODLANDS,15881.66572,1144,0.0,0.4
1300,73331,20,4,android,13.56792284,190.114281,8,5,0,morning peak,1.4046518999999995,103.9039761,1.3030181,103.83592790000002,NORTH-EAST REGION,PUNGGOL,CENTRAL REGION,ORCHARD,13599.189869999998,1792,6.0,40.2
19591,64619,8,4,android,11.83961283,160.83923330000005,7,0,1,late night,1.3788972,103.7593021,1.3184681,103.8422763,WEST REGION,CHOA CHU KANG,CENTRAL REGION,NOVENA,11411.75246,1473,0.0,0.0
17984,12603,19,4,android,15.26601976,171.4144149,15,4,1,day,1.432129844,103.7877815,1.31769709,103.8563291,NORTH REGION,WOODLANDS,CENTRAL REGION,KALLANG,14831.46935,1648,4.0,0.0
20069,33329,17,4,ios,16.70868751,122.1100779,9,2,1,morning peak,1.355467809,103.6977836,1.329248641,103.8540862,WEST REGION,WESTERN WATER CATCHMENT,CENTRAL REGION,NOVENA,17618.18491,1289,0.0,0.0
929,73287,15,4,ios,17.89042821,335.3188959,9,0,1,morning peak,1.342698032,103.9825235,1.39545227,103.838483,EAST REGION,CHANGI,NORTH-EAST REGION,ANG MO KIO,17052.68313,1098,0.2,0.0
15890,63914,9,4,android,21.19483841,357.515196,14,1,1,day,1.300745,103.8363117,1.41635,103.803745,CENTRAL REGION,ORCHARD,NORTH REGION,MANDAI,13354.74189,948,1.2,1.0
15366,7058,8,4,ios,16.74010487,359.7386311,15,0,1,day,1.272241341,103.8357891,1.340877651,103.8344163,CENTRAL REGION,BUKIT MERAH,NORTH REGION,CENTRAL WATER CATCHMENT,7633.535075,1024,0.0,0.0
16604,43204,10,4,ios,18.34143127,286.2004828000001,1,2,1,late night,1.331323499,103.8463512,1.336861244,103.7477135,CENTRAL REGION,TOA PAYOH,WEST REGION,JURONG EAST,10982.32006,783,9.8,0.4
14834,22528,11,4,ios,17.52768291,219.7414015,4,3,1,late night,1.345050838,103.9834884,1.300645566,103.8518255,EAST REGION,CHANGI,CENTRAL REGION,ROCHOR,15446.77034,1111,31.2,8.4
7615,41254,10,4,ios,16.30918988,98.71757751,8,2,1,morning peak,1.34348226,103.8601125,1.337699612,103.9788876,CENTRAL REGION,BISHAN,EAST REGION,CHANGI,13219.22301,1102,1.8,6.0
3780,17215,16,4,ios,16.99653783,14.18753166,14,1,1,day,1.309105797,103.7824585,1.370231722,103.8608063,CENTRAL REGION,QUEENSTOWN,NORTH-EAST REGION,SERANGOON,11047.76828,1013,0.0,0.0
5631,200,16,4,ios,17.2641663,203.2511851,4,1,1,late night,1.378073369,103.9785802,1.327522403,103.8899892,EAST REGION,CHANGI,CENTRAL REGION,GEYLANG,11339.37518,1018,0.0,0.0
13343,74222,17,4,android,21.98452628,338.1306342,15,2,1,day,1.2827223,103.8351897,1.3530686,103.7007054,CENTRAL REGION,BUKIT MERAH,WEST REGION,JURONG WEST,16872.72983,957,0.0,0.0
21913,67362,14,4,ios,19.42992317,355.9883883,0,6,0,late night,1.293115412,103.8313256,1.4210627930000002,103.7711803,CENTRAL REGION,SINGAPORE RIVER,NORTH REGION,SUNGEI KADUT,15719.81429,1003,0.0,53.0
23466,65521,13,4,ios,22.54068783,154.8814958,10,5,0,day,1.432596301,103.8032634,1.359075082,103.9619708,NORTH REGION,WOODLANDS,EAST REGION,PASIR RIS,19444.31264,1081,0.0,0.0
20136,56041,16,4,ios,14.72877802,175.0188305,22,1,1,night,1.432048721,103.8034078,1.31070121,103.8443715,NORTH REGION,MANDAI,CENTRAL REGION,NOVENA,14240.88843,1485,1.2,0.0
24892,73805,14,4,android,16.52277473,199.3738942,6,6,0,late night,1.4347275,103.8343853,1.3727562,103.7255431,NORTH REGION,YISHUN,WEST REGION,TENGAH,13923.78764,1111,5.2,35.0
8708,75423,15,4,android,18.44754184,40.28021691,0,0,1,late night,1.3061318000000002,103.8384731,1.3402383999999998,103.972692,CENTRAL REGION,NEWTON,EAST REGION,CHANGI,15394.9232,975,0.0,0.2
13725,70191,12,4,ios,16.86910174,294.9320144,14,4,1,day,1.340457528,103.8317343,1.349059408,103.7383324,CENTRAL REGION,NOVENA,WEST REGION,BUKIT BATOK,10426.92663,1169,2.2,1.2
16036,77519,21,4,android,12.95986648,170.7360465,4,6,0,late night,1.3360793,103.7825382,1.2484113,103.8274687,CENTRAL REGION,BUKIT TIMAH,CENTRAL REGION,SOUTHERN ISLANDS,10953.34989,1279,0.0,0.2
2999,26102,18,4,android,18.59799161,307.9810746,8,3,1,morning peak,1.3662919,103.9672878,1.3927143,103.7429667,EAST REGION,PASIR RIS,WEST REGION,CHOA CHU KANG,25108.62538,1895,0.0,0.0
21994,81233,10,4,android,13.90544956,353.7272915,11,2,1,day,1.3156802,103.8412087,1.4144127,103.7713246,CENTRAL REGION,NOVENA,NORTH REGION,SUNGEI KADUT,13449.12692,1159,10.0,28.2
12529,57797,21,4,android,20.07949863,284.1623998,6,6,0,late night,1.3351186000000002,103.9579415,1.342409,103.7083681,EAST REGION,TAMPINES,WEST REGION,JURONG WEST,27755.56155,1642,1.82,0.0
26033,23234,21,4,ios,15.08925334,155.9085513,23,6,0,night,1.341582316,103.7089488,1.267896253,103.8169775,WEST REGION,JURONG WEST,CENTRAL REGION,BUKIT MERAH,14537.97863,1290,0.0,0.0
1353,63083,15,4,ios,17.70303065,139.5591966,9,0,1,morning peak,1.349750871,103.6938495,1.304477875,103.8328407,WEST REGION,WESTERN WATER CATCHMENT,CENTRAL REGION,ORCHARD,16250.38451,1366,1.0,0.0
26010,60507,17,4,ios,14.96092389,186.7164618,23,2,1,night,1.389446,103.8640635,1.279419223,103.8191517,NORTH-EAST REGION,SERANGOON,CENTRAL REGION,BUKIT MERAH,13213.90013,1062,7.861111111,0.0
5754,59159,15,4,android,7.379528866,41.08578617,10,0,1,day,1.2908902,103.8152837,1.3118187,103.8888679,CENTRAL REGION,BUKIT MERAH,CENTRAL REGION,GEYLANG,8504.662923,1503,0.0,0.0
18340,26340,8,4,android,18.03473626,141.28985519999995,5,0,1,late night,1.3613947,103.74422690000002,1.3222193000000002,103.8662814,WEST REGION,BUKIT BATOK,CENTRAL REGION,KALLANG,14250.246319999998,1125,0.0,0.0
7890,74028,21,4,ios,21.53329129,98.66992987,14,6,0,day,1.3513027990000002,103.7556706,1.337989607,103.9781582,WEST REGION,BUKIT BATOK,EAST REGION,CHANGI,24776.9386,1350,0.0,0.0
12092,32330,8,4,ios,16.70077614,357.6372193,13,0,1,day,1.305473539,103.8827666,1.4221559190000002,103.8503037,CENTRAL REGION,KALLANG,NORTH REGION,YISHUN,13466.99511,1148,0.0,0.0
20963,15334,16,4,android,18.8036033,257.547375,7,1,1,late night,1.3454309,103.9837192,1.3334183000000002,103.8145782,EAST REGION,CHANGI,CENTRAL REGION,BUKIT TIMAH,18849.86829,1158,0.0,0.0
18155,12829,18,4,ios,11.26496169,116.4034973,10,3,1,day,1.3446700269999998,103.6912163,1.320214421,103.8620876,WEST REGION,JURONG WEST,CENTRAL REGION,KALLANG,19188.55006,2755,0.0,0.0
20675,13536,17,4,android,14.8862691,267.8936154,1,2,1,late night,1.3351155,103.931851,1.3325809,103.8161891,EAST REGION,BEDOK,CENTRAL REGION,BUKIT TIMAH,12860.62007,936,0.0,0.0
21121,76282,17,4,android,9.024754097999999,335.6313229,4,2,1,late night,1.3005341,103.8556256,1.3399201,103.776224,CENTRAL REGION,ROCHOR,CENTRAL REGION,BUKIT TIMAH,9853.479307,1276,0.0,0.0
5188,75284,13,4,ios,21.79817126,109.4419013,14,5,0,day,1.3434907580000002,103.7360802,1.325803903,103.9044295,WEST REGION,JURONG EAST,CENTRAL REGION,GEYLANG,18817.57062,1031,0.0,0.0
134,78106,17,4,android,16.04361268,80.33694751,2,2,1,late night,1.3407361999999998,103.748214,1.343648,103.8602115,WEST REGION,JURONG EAST,CENTRAL REGION,BISHAN,12454.34629,1002,0.0,0.0
3259,75146,19,4,android,15.51724246,348.0635275,14,4,1,day,1.3013926000000002,103.8550285,1.3920145000000002,103.7460232,CENTRAL REGION,ROCHOR,WEST REGION,CHOA CHU KANG,15759.86315,1969,0.0,0.2
13698,45261,20,4,ios,16.84800235,216.6654025,2,5,0,late night,1.401309172,103.8964571,1.356551085,103.7473793,NORTH-EAST REGION,PUNGGOL,WEST REGION,BUKIT BATOK,17303.08399,1883,6.0,0.2
16556,54332,15,4,android,18.40171317,298.0391437,8,0,1,morning peak,1.3148552,103.859598,1.3279883,103.7448382,CENTRAL REGION,KALLANG,WEST REGION,JURONG EAST,12840.62434,1048,0.0,0.0
943,82830,13,4,ios,21.37232204,333.5267369,11,5,0,day,1.344266256,103.9835167,1.394382556,103.8355219,EAST REGION,CHANGI,NORTH-EAST REGION,ANG MO KIO,17369.76924,929,0.0,0.0
4615,19431,19,4,android,18.79082626,88.7161124,2,4,1,late night,1.3988652,103.7482113,1.3974167,103.903555,WEST REGION,CHOA CHU KANG,NORTH-EAST REGION,PUNGGOL,17269.03985,1264,0.2,9.2
5065,17447,12,4,ios,20.75418786,110.2252365,16,4,1,day,1.3475330840000002,103.7056891,1.325473688,103.9024124,WEST REGION,JURONG WEST,CENTRAL REGION,GEYLANG,22005.81776,1303,0.0,1.8
20420,49306,13,4,android,19.68943955,204.0423905,14,5,0,day,1.387817,103.8700622,1.3319559,103.766927,NORTH-EAST REGION,SERANGOON,CENTRAL REGION,BUKIT TIMAH,13039.39634,1072,0.0,0.0
20672,11846,16,4,ios,14.80901416,303.3821542,1,1,1,late night,1.309045999,103.9128684,1.324339422,103.8097737,EAST REGION,BEDOK,CENTRAL REGION,BUKIT TIMAH,11586.05423,1371,0.0,0.0
14119,82864,21,4,ios,16.01259261,217.6972877,13,6,0,day,1.326991216,103.9734217,1.27903222,103.8500099,EAST REGION,TAMPINES,CENTRAL REGION,DOWNTOWN CORE,14719.232869999998,1824,1.82,0.0
24732,75421,11,4,ios,13.62933543,251.0607727,0,3,1,late night,1.338617001,103.7340952,1.331395162,103.654282,WEST REGION,JURONG EAST,WEST REGION,TUAS,8908.671297,1069,0.2,0.0
6892,72365,19,4,ios,22.74481186,21.61383505,0,4,1,late night,1.279334332,103.8238955,1.353333402,103.9638286,CENTRAL REGION,BUKIT MERAH,EAST REGION,TAMPINES,17597.90958,1821,11.0,1.82
12132,69184,9,4,ios,20.59729452,357.28539910000006,15,1,1,day,1.29544772,103.8718513,1.427064822,103.8283524,CENTRAL REGION,KALLANG,NORTH REGION,YISHUN,15413.298319999998,1066,0.4,15.8
18503,62602,21,4,android,13.1530969,205.0294665,6,6,0,late night,1.3637705,103.963899,1.307026,103.8644235,EAST REGION,PASIR RIS,CENTRAL REGION,KALLANG,12731.66769,1708,0.0,0.0
19363,39186,13,4,ios,16.95632117,129.6738048,5,5,0,late night,1.349305293,103.7139248,1.325084151,103.8267265,WEST REGION,JURONG WEST,CENTRAL REGION,NOVENA,12825.52677,1083,0.0,0.0
22094,83534,19,4,android,20.49819547,356.8857539,5,4,1,late night,1.2800558000000002,103.8274336,1.4309382,103.768645,CENTRAL REGION,BUKIT MERAH,NORTH REGION,SUNGEI KADUT,18005.22356,1249,11.0,0.8
8779,64243,14,4,ios,22.95136892,21.8255985,10,6,0,day,1.2812350540000002,103.8503453,1.352737876,103.9865796,CENTRAL REGION,DOWNTOWN CORE,EAST REGION,CHANGI,17104.74536,898,0.0,0.0
13371,67893,11,4,ios,20.252208,324.4461826000001,14,3,1,day,1.311650961,103.8392097,1.3511182780000002,103.702978,CENTRAL REGION,NEWTON,WEST REGION,JURONG WEST,15767.241069999998,1024,4.2,0.0
6060,952,8,4,ios,18.30334069,157.23914059999996,10,0,1,day,1.3924439380000002,103.8521383,1.333069736,103.9558259,NORTH-EAST REGION,ANG MO KIO,EAST REGION,TAMPINES,13283.17316,1172,0.0,0.0
419,17560,15,4,android,11.0406953,169.73045290000005,1,0,1,late night,1.4313441,103.7686373,1.3443357,103.8383795,NORTH REGION,SUNGEI KADUT,CENTRAL REGION,BISHAN,12397.9012,1472,0.8,0.0
6848,27416,17,4,ios,20.44166118,28.619904100000007,3,2,1,late night,1.278059869,103.8320142,1.331522525,103.9596452,CENTRAL REGION,BUKIT MERAH,EAST REGION,TAMPINES,15383.31164,1145,0.0,1.82
19006,30388,16,4,android,13.74435467,154.7457844,23,1,1,night,1.4347981,103.7884594,1.4013581,103.88015190000002,NORTH REGION,WOODLANDS,NORTH-EAST REGION,SELETAR,10849.68438,956,0.0,0.0
6609,79442,19,4,android,15.10808543,161.9540852,8,4,1,morning peak,1.4312983999999995,103.826791,1.3558974,103.9400558,NORTH REGION,YISHUN,EAST REGION,TAMPINES,15126.85734,1365,62.6,1.82
20830,80432,19,4,android,16.12018953,218.5787214,7,4,1,late night,1.3700207,103.9469359,1.3170036,103.7877848,EAST REGION,PASIR RIS,CENTRAL REGION,BUKIT TIMAH,18648.27412,1494,1.2,8.4
12401,33764,18,4,ios,12.6992486,51.18291028,9,3,1,morning peak,1.425457019,103.7569049,1.434444466,103.8438426,NORTH REGION,SUNGEI KADUT,NORTH REGION,YISHUN,9715.551489,1366,0.6,15.0
16214,71981,11,4,ios,18.2145875,282.3279512000001,9,3,1,morning peak,1.346127294,103.8716087,1.350760049,103.7282184,NORTH-EAST REGION,SERANGOON,WEST REGION,JURONG EAST,15948.18154,1118,7.861111111,0.2
2684,68918,19,4,android,17.20406071,356.85891769999995,13,4,1,day,1.2977316,103.8463442,1.4257783000000002,103.7977703,CENTRAL REGION,MUSEUM,NORTH REGION,WOODLANDS,15227.63576,1299,0.0,4.0
24573,72102,9,4,ios,14.20547618,187.3804269,10,1,1,day,1.379001968,103.8796126,1.283279979,103.8360621,NORTH-EAST REGION,HOUGANG,CENTRAL REGION,OUTRAM,11693.09406,1370,1.0,0.0
9490,73910,9,4,ios,19.6284765,44.29227276,1,1,1,late night,1.299912251,103.7662999,1.335505174,103.928222,WEST REGION,CLEMENTI,EAST REGION,BEDOK,18430.1232,1324,12.2,11.0
2569,63149,12,4,ios,17.1191943,355.3845996,23,4,1,night,1.310760838,103.8435337,1.4321707419999998,103.7725215,CENTRAL REGION,NEWTON,NORTH REGION,WOODLANDS,15638.68998,1256,0.0,0.6
26821,42868,14,4,android,11.7010942,169.11645149999995,0,6,0,late night,1.3353751,103.778236,1.2828432,103.8136757,CENTRAL REGION,BUKIT TIMAH,CENTRAL REGION,BUKIT MERAH,7045.685762,1133,1.0,0.0
4427,38950,8,4,ios,23.96184458,159.2094261,15,0,1,day,1.411960444,103.7592622,1.355254475,103.8582011,NORTH REGION,SUNGEI KADUT,NORTH-EAST REGION,SERANGOON,12677.57615,794,0.0,0.0
12028,76825,14,4,ios,21.46840858,342.1874684,16,6,0,day,1.336974712,103.9797267,1.409889079,103.8295455,EAST REGION,CHANGI,NORTH REGION,YISHUN,18559.20319,1006,0.0,5.2
14722,79026,20,4,android,16.64903747,133.2115327,5,5,0,late night,1.3385663,103.7044495,1.2980592,103.853538,WEST REGION,JURONG WEST,CENTRAL REGION,ROCHOR,17174.64577,1491,3.0,58.4
6059,9021,12,4,android,19.30159868,123.9905147,21,4,1,night,1.3690666,103.8453093,1.350764,103.9603227,NORTH-EAST REGION,ANG MO KIO,EAST REGION,TAMPINES,12946.26853,916,0.8,0.0
9823,72294,10,4,android,9.987068179,37.35934795,11,2,1,day,1.2816543,103.8507012,1.3088017,103.9332978,CENTRAL REGION,DOWNTOWN CORE,EAST REGION,BEDOK,9665.451514,1111,3.4,0.2
16632,65139,9,4,ios,16.29456185,329.996815,14,1,1,day,1.303930271,103.8501622,1.344929995,103.7409443,CENTRAL REGION,ROCHOR,WEST REGION,JURONG EAST,12968.94971,1019,0.0,12.2
21354,7892,13,4,ios,17.62552949,190.4526013,5,5,0,late night,1.356784609,103.944371,1.304423679,103.9078038,EAST REGION,TAMPINES,CENTRAL REGION,MARINE PARADE,7100.916943000001,1102,0.0,0.0
24175,19961,10,4,ios,16.83945623,337.7873566,2,2,1,late night,1.311816587,103.770168,1.354618818,103.6872572,WEST REGION,CLEMENTI,WEST REGION,WESTERN WATER CATCHMENT,10373.06511,956,0.4,1.0
4913,61382,8,4,ios,11.8132454,242.7154925,10,0,1,day,1.331029706,103.9595148,1.319736233,103.8776052,EAST REGION,TAMPINES,CENTRAL REGION,GEYLANG,9191.68238,1111,0.0,0.0
16741,5809,17,4,ios,19.78365762,338.349012,6,2,1,late night,1.280185265,103.8504037,1.343451732,103.7363346,CENTRAL REGION,DOWNTOWN CORE,WEST REGION,JURONG EAST,14501.27085,1108,0.0,0.0
21586,78692,20,4,ios,20.60049516,146.9369279,0,5,0,late night,1.378560464,103.7329252,1.302599297,103.9102568,WEST REGION,TENGAH,CENTRAL REGION,MARINE PARADE,21446.32336,1410,0.7,1.4
